url,file,in_img,has_width,has_height
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-3360.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-3360.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-3660.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-3660.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-4360.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-4360.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-4460.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-4460.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-4660.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-4660.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-e050.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-e050.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-p360.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-p360.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-s030.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-s030.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-s240.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tc-s240.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tcc-7460.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tcc-7460.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tcc-7660.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tcc-7660.html,1,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tcc-812k.html,0,0,0
https://atandra.in,dist.bak\measure\thermal-imagers\product\tcc-812k.html,1,0,0
https://atandra.in,dist.bak\protect\isolation-transformers.html,0,0,0
